id;requirement_id;standard;edition;clause;chapter;priority;lens;topic;process_tags;question_en;question_cs;question_de
9001-8-3-4-customer-3;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;customer;design;audit_improvement | design;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-3-4-certification-1;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;certification;design;audit_improvement | design;Which objective evidence demonstrates conformity and effective implementation of clause 8.3.4?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.3.4?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.3.4?
9001-8-3-4-certification-2;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;certification;design;audit_improvement | design;Show objective evidence that validation represented the intended and worst-relevant use conditions.;Ukažte objektivní důkaz, že validace reprezentovala zamýšlené a relevantní nejhorší podmínky použití.;Objektive Nachweise zeigen, dass die Validierung beabsichtigte und relevante ungünstigste Einsatzbedingungen abdeckte.
9001-8-3-4-certification-3;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;certification;design;audit_improvement | design;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-3-4-supplier-1;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;supplier;design;audit_improvement | design;How does the supplier implement design and development controls for the supplied product, process or service?;Jak dodavatel zavádí téma „Řízení návrhu a vývoje“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Entwicklungssteuerung“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-3-4-supplier-2;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;supplier;design;audit_improvement | design;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-3-4-supplier-3;9001-8-3-4;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.4;8;high;supplier;design;audit_improvement | design;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-3-5-internal-1;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;internal;design;design | quality_lab;Can downstream users execute and verify the design without undocumented assumptions?;Mohou navazující uživatelé návrh provést a ověřit bez nezdokumentovaných předpokladů?;Können nachgelagerte Anwender die Entwicklung ohne undokumentierte Annahmen umsetzen und prüfen?
9001-8-3-5-internal-2;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;internal;design;design | quality_lab;How is design and development outputs implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Výstupy návrhu a vývoje“ a kdo vlastní příslušné řízení?;Wie ist „Entwicklungsergebnisse“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-3-5-internal-3;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;internal;design;design | quality_lab;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-3-5-customer-1;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;customer;design;design | quality_lab;How does clause 8.3.5 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.3.5 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.3.5 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-3-5-customer-2;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;customer;design;design | quality_lab;Can downstream users execute and verify the design without undocumented assumptions?;Mohou navazující uživatelé návrh provést a ověřit bez nezdokumentovaných předpokladů?;Können nachgelagerte Anwender die Entwicklung ohne undokumentierte Annahmen umsetzen und prüfen?
9001-8-3-5-customer-3;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;customer;design;design | quality_lab;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-3-5-certification-1;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;certification;design;design | quality_lab;Which objective evidence demonstrates conformity and effective implementation of clause 8.3.5?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.3.5?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.3.5?
9001-8-3-5-certification-2;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;certification;design;design | quality_lab;Can downstream users execute and verify the design without undocumented assumptions?;Mohou navazující uživatelé návrh provést a ověřit bez nezdokumentovaných předpokladů?;Können nachgelagerte Anwender die Entwicklung ohne undokumentierte Annahmen umsetzen und prüfen?
9001-8-3-5-certification-3;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;certification;design;design | quality_lab;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-3-5-supplier-1;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;supplier;design;design | quality_lab;How does the supplier implement design and development outputs for the supplied product, process or service?;Jak dodavatel zavádí téma „Výstupy návrhu a vývoje“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Entwicklungsergebnisse“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-3-5-supplier-2;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;supplier;design;design | quality_lab;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-3-5-supplier-3;9001-8-3-5;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.5;8;high;supplier;design;design | quality_lab;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-3-6-internal-1;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;internal;design;audit_improvement | design | project_change;Show how design and development changes is implemented and verified in a recent example.;Ukažte, jak je téma „Změny návrhu a vývoje“ zavedeno a ověřeno na aktuálním příkladu.;An einem aktuellen Beispiel zeigen, wie „Entwicklungsänderungen“ umgesetzt und verifiziert wird.
9001-8-3-6-internal-2;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;internal;design;audit_improvement | design | project_change;How is design and development changes implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Změny návrhu a vývoje“ a kdo vlastní příslušné řízení?;Wie ist „Entwicklungsänderungen“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-3-6-internal-3;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;internal;design;audit_improvement | design | project_change;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-3-6-customer-1;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;customer;design;audit_improvement | design | project_change;How does clause 8.3.6 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.3.6 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.3.6 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-3-6-customer-2;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;customer;design;audit_improvement | design | project_change;Show how design and development changes is implemented and verified in a recent example.;Ukažte, jak je téma „Změny návrhu a vývoje“ zavedeno a ověřeno na aktuálním příkladu.;An einem aktuellen Beispiel zeigen, wie „Entwicklungsänderungen“ umgesetzt und verifiziert wird.
9001-8-3-6-customer-3;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;customer;design;audit_improvement | design | project_change;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-3-6-certification-1;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;certification;design;audit_improvement | design | project_change;Which objective evidence demonstrates conformity and effective implementation of clause 8.3.6?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.3.6?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.3.6?
9001-8-3-6-certification-2;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;certification;design;audit_improvement | design | project_change;Show how design and development changes is implemented and verified in a recent example.;Ukažte, jak je téma „Změny návrhu a vývoje“ zavedeno a ověřeno na aktuálním příkladu.;An einem aktuellen Beispiel zeigen, wie „Entwicklungsänderungen“ umgesetzt und verifiziert wird.
9001-8-3-6-certification-3;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;certification;design;audit_improvement | design | project_change;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-3-6-supplier-1;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;supplier;design;audit_improvement | design | project_change;How does the supplier implement design and development changes for the supplied product, process or service?;Jak dodavatel zavádí téma „Změny návrhu a vývoje“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Entwicklungsänderungen“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-3-6-supplier-2;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;supplier;design;audit_improvement | design | project_change;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-3-6-supplier-3;9001-8-3-6;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.3.6;8;high;supplier;design;audit_improvement | design | project_change;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-4-1-internal-1;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;internal;supplier;purchasing | quality_lab | sales;Select one critical supplier and trace qualification, approval, performance, changes and re-evaluation.;Vyberte jednoho kritického dodavatele a sledujte kvalifikaci, schválení, výkonnost, změny a přehodnocení.;Einen kritischen Lieferanten auswählen und Qualifizierung, Freigabe, Leistung, Änderungen und Neubewertung verfolgen.
9001-8-4-1-internal-2;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;internal;supplier;purchasing | quality_lab | sales;How is control of externally provided processes, products and services — general implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Řízení externě poskytovaných procesů, produktů a služeb — obecně“ a kdo vlastní příslušné řízení?;Wie ist „Steuerung extern bereitgestellter Prozesse, Produkte und Dienstleistungen — Allgemeines“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-4-1-internal-3;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;internal;supplier;purchasing | quality_lab | sales;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-4-1-customer-1;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;customer;supplier;purchasing | quality_lab | sales;How does clause 8.4.1 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.4.1 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.4.1 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-4-1-customer-2;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;customer;supplier;purchasing | quality_lab | sales;Select one critical supplier and trace qualification, approval, performance, changes and re-evaluation.;Vyberte jednoho kritického dodavatele a sledujte kvalifikaci, schválení, výkonnost, změny a přehodnocení.;Einen kritischen Lieferanten auswählen und Qualifizierung, Freigabe, Leistung, Änderungen und Neubewertung verfolgen.
9001-8-4-1-customer-3;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;customer;supplier;purchasing | quality_lab | sales;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-4-1-certification-1;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;certification;supplier;purchasing | quality_lab | sales;Which objective evidence demonstrates conformity and effective implementation of clause 8.4.1?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.4.1?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.4.1?
9001-8-4-1-certification-2;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;certification;supplier;purchasing | quality_lab | sales;Select one critical supplier and trace qualification, approval, performance, changes and re-evaluation.;Vyberte jednoho kritického dodavatele a sledujte kvalifikaci, schválení, výkonnost, změny a přehodnocení.;Einen kritischen Lieferanten auswählen und Qualifizierung, Freigabe, Leistung, Änderungen und Neubewertung verfolgen.
9001-8-4-1-certification-3;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;certification;supplier;purchasing | quality_lab | sales;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-4-1-supplier-1;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;supplier;supplier;purchasing | quality_lab | sales;How does the supplier implement control of externally provided processes, products and services — general for the supplied product, process or service?;Jak dodavatel zavádí téma „Řízení externě poskytovaných procesů, produktů a služeb — obecně“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Steuerung extern bereitgestellter Prozesse, Produkte und Dienstleistungen — Allgemeines“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-4-1-supplier-2;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;supplier;supplier;purchasing | quality_lab | sales;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-4-1-supplier-3;9001-8-4-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.1;8;high;supplier;supplier;purchasing | quality_lab | sales;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-4-2-internal-1;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;internal;supplier;design | purchasing | quality_lab;Why is the selected incoming or supplier control sufficient for the actual risk and supplier capability?;Proč je zvolené vstupní nebo dodavatelské řízení dostatečné pro skutečné riziko a schopnost dodavatele?;Warum ist die gewählte Eingangs- oder Lieferantensteuerung für tatsächliches Risiko und Anbieterfähigkeit ausreichend?
9001-8-4-2-internal-2;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;internal;supplier;design | purchasing | quality_lab;How is type and extent of control of external provision implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Typ a rozsah řízení externího zajištění“ a kdo vlastní příslušné řízení?;Wie ist „Art und Umfang der Steuerung externer Bereitstellung“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-4-2-internal-3;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;internal;supplier;design | purchasing | quality_lab;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-4-2-customer-1;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;customer;supplier;design | purchasing | quality_lab;How does clause 8.4.2 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.4.2 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.4.2 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-4-2-customer-2;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;customer;supplier;design | purchasing | quality_lab;Why is the selected incoming or supplier control sufficient for the actual risk and supplier capability?;Proč je zvolené vstupní nebo dodavatelské řízení dostatečné pro skutečné riziko a schopnost dodavatele?;Warum ist die gewählte Eingangs- oder Lieferantensteuerung für tatsächliches Risiko und Anbieterfähigkeit ausreichend?
9001-8-4-2-customer-3;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;customer;supplier;design | purchasing | quality_lab;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-4-2-certification-1;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;certification;supplier;design | purchasing | quality_lab;Which objective evidence demonstrates conformity and effective implementation of clause 8.4.2?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.4.2?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.4.2?
9001-8-4-2-certification-2;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;certification;supplier;design | purchasing | quality_lab;Why is the selected incoming or supplier control sufficient for the actual risk and supplier capability?;Proč je zvolené vstupní nebo dodavatelské řízení dostatečné pro skutečné riziko a schopnost dodavatele?;Warum ist die gewählte Eingangs- oder Lieferantensteuerung für tatsächliches Risiko und Anbieterfähigkeit ausreichend?
9001-8-4-2-certification-3;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;certification;supplier;design | purchasing | quality_lab;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-4-2-supplier-1;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;supplier;supplier;design | purchasing | quality_lab;How does the supplier implement type and extent of control of external provision for the supplied product, process or service?;Jak dodavatel zavádí téma „Typ a rozsah řízení externího zajištění“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Art und Umfang der Steuerung externer Bereitstellung“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-4-2-supplier-2;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;supplier;supplier;design | purchasing | quality_lab;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-4-2-supplier-3;9001-8-4-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.2;8;high;supplier;supplier;design | purchasing | quality_lab;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-4-3-internal-1;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;internal;supplier;design | hr | purchasing;Compare one critical purchase order with the approved specification and actual supplier evidence.;Porovnejte jednu kritickou objednávku se schválenou specifikací a skutečnými důkazy dodavatele.;Eine kritische Bestellung mit freigegebener Spezifikation und tatsächlichen Lieferantennachweisen vergleichen.
9001-8-4-3-internal-2;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;internal;supplier;design | hr | purchasing;How is information for external providers implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Informace pro externí poskytovatele“ a kdo vlastní příslušné řízení?;Wie ist „Informationen für externe Anbieter“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-4-3-internal-3;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;internal;supplier;design | hr | purchasing;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-4-3-customer-1;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;customer;supplier;design | hr | purchasing;How does clause 8.4.3 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.4.3 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.4.3 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-4-3-customer-2;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;customer;supplier;design | hr | purchasing;Compare one critical purchase order with the approved specification and actual supplier evidence.;Porovnejte jednu kritickou objednávku se schválenou specifikací a skutečnými důkazy dodavatele.;Eine kritische Bestellung mit freigegebener Spezifikation und tatsächlichen Lieferantennachweisen vergleichen.
9001-8-4-3-customer-3;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;customer;supplier;design | hr | purchasing;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-4-3-certification-1;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;certification;supplier;design | hr | purchasing;Which objective evidence demonstrates conformity and effective implementation of clause 8.4.3?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.4.3?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.4.3?
9001-8-4-3-certification-2;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;certification;supplier;design | hr | purchasing;Compare one critical purchase order with the approved specification and actual supplier evidence.;Porovnejte jednu kritickou objednávku se schválenou specifikací a skutečnými důkazy dodavatele.;Eine kritische Bestellung mit freigegebener Spezifikation und tatsächlichen Lieferantennachweisen vergleichen.
9001-8-4-3-certification-3;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;certification;supplier;design | hr | purchasing;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-4-3-supplier-1;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;supplier;supplier;design | hr | purchasing;How does the supplier implement information for external providers for the supplied product, process or service?;Jak dodavatel zavádí téma „Informace pro externí poskytovatele“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Informationen für externe Anbieter“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-4-3-supplier-2;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;supplier;supplier;design | hr | purchasing;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
